STD_ZIP5,STUSPS,event_index,category,ISSUE_TIME,START_TIME,END_TIME
01367,MA,0,N/S,202401280509,202401281200,202402041200
01368,MA,0,N/S,202401280509,202401281200,202402041200
01370,MA,0,N/S,202401280509,202401281200,202402041200
01373,MA,0,N/S,202401280509,202401281200,202402041200
01375,MA,0,N/S,202401280509,202401281200,202402041200
01376,MA,0,N/S,202401280509,202401281200,202402041200
01378,MA,0,N/S,202401280509,202401281200,202402041200
01379,MA,0,N/S,202401280509,202401281200,202402041200
01380,MA,0,N/S,202401280509,202401281200,202402041200
01420,MA,0,N/S,202401280509,202401281200,202402041200
01430,MA,0,N/S,202401280509,202401281200,202402041200
01431,MA,0,N/S,202401280509,202401281200,202402041200
01432,MA,0,N/S,202401280509,202401281200,202402041200
01434,MA,0,N/S,202401280509,202401281200,202402041200
01436,MA,0,N/S,202401280509,202401281200,202402041200
01438,MA,0,N/S,202401280509,202401281200,202402041200
01440,MA,0,N/S,202401280509,202401281200,202402041200
01450,MA,0,N/S,202401280509,202401281200,202402041200
01451,MA,0,N/S,202401280509,202401281200,202402041200
01452,MA,0,N/S,202401280509,202401281200,202402041200
01453,MA,0,N/S,202401280509,202401281200,202402041200
01460,MA,0,N/S,202401280509,202401281200,202402041200
01462,MA,0,N/S,202401280509,202401281200,202402041200
01463,MA,0,N/S,202401280509,202401281200,202402041200
01464,MA,0,N/S,202401280509,202401281200,202402041200
01468,MA,0,N/S,202401280509,202401281200,202402041200
01469,MA,0,N/S,202401280509,202401281200,202402041200
01473,MA,0,N/S,202401280509,202401281200,202402041200
01474,MA,0,N/S,202401280509,202401281200,202402041200
01475,MA,0,N/S,202401280509,202401281200,202402041200
01501,MA,0,N/S,202401280509,202401281200,202402041200
01503,MA,0,N/S,202401280509,202401281200,202402041200
01504,MA,0,N/S,202401280509,202401281200,202402041200
01505,MA,0,N/S,202401280509,202401281200,202402041200
01506,MA,0,N/S,202401280509,202401281200,202402041200
01507,MA,0,N/S,202401280509,202401281200,202402041200
01508,MA,0,N/S,202401280509,202401281200,202402041200
01509,MA,0,N/S,202401280509,202401281200,202402041200
01510,MA,0,N/S,202401280509,202401281200,202402041200
01515,MA,0,N/S,202401280509,202401281200,202402041200
01516,MA,0,N/S,202401280509,202401281200,202402041200
01518,MA,0,N/S,202401280509,202401281200,202402041200
01519,MA,0,N/S,202401280509,202401281200,202402041200
01520,MA,0,N/S,202401280509,202401281200,202402041200
01521,MA,0,N/S,202401280509,202401281200,202402041200
01522,MA,0,N/S,202401280509,202401281200,202402041200
01523,MA,0,N/S,202401280509,202401281200,202402041200
01524,MA,0,N/S,202401280509,202401281200,202402041200
01525,MA,0,N/S,202401280509,202401281200,202402041200
01527,MA,0,N/S,202401280509,202401281200,202402041200
01529,MA,0,N/S,202401280509,202401281200,202402041200
01531,MA,0,N/S,202401280509,202401281200,202402041200
01532,MA,0,N/S,202401280509,202401281200,202402041200
01534,MA,0,N/S,202401280509,202401281200,202402041200
01535,MA,0,N/S,202401280509,202401281200,202402041200
01536,MA,0,N/S,202401280509,202401281200,202402041200
01537,MA,0,N/S,202401280509,202401281200,202402041200
01538,MA,0,N/S,202401280509,202401281200,202402041200
01540,MA,0,N/S,202401280509,202401281200,202402041200
01541,MA,0,N/S,202401280509,202401281200,202402041200
01542,MA,0,N/S,202401280509,202401281200,202402041200
01543,MA,0,N/S,202401280509,202401281200,202402041200
01545,MA,0,N/S,202401280509,202401281200,202402041200
01550,MA,0,N/S,202401280509,202401281200,202402041200
01560,MA,0,N/S,202401280509,202401281200,202402041200
01562,MA,0,N/S,202401280509,202401281200,202402041200
01564,MA,0,N/S,202401280509,202401281200,202402041200
01566,MA,0,N/S,202401280509,202401281200,202402041200
01568,MA,0,N/S,202401280509,202401281200,202402041200
01569,MA,0,N/S,202401280509,202401281200,202402041200
01570,MA,0,N/S,202401280509,202401281200,202402041200
01571,MA,0,N/S,202401280509,202401281200,202402041200
01581,MA,0,N/S,202401280509,202401281200,202402041200
01583,MA,0,N/S,202401280509,202401281200,202402041200
01585,MA,0,N/S,202401280509,202401281200,202402041200
01586,MA,0,N/S,202401280509,202401281200,202402041200
01588,MA,0,N/S,202401280509,202401281200,202402041200
01590,MA,0,N/S,202401280509,202401281200,202402041200
01601,MA,0,N/S,202401280509,202401281200,202402041200
01602,MA,0,N/S,202401280509,202401281200,202402041200
01603,MA,0,N/S,202401280509,202401281200,202402041200
01604,MA,0,N/S,202401280509,202401281200,202402041200
01605,MA,0,N/S,202401280509,202401281200,202402041200
01606,MA,0,N/S,202401280509,202401281200,202402041200
01607,MA,0,N/S,202401280509,202401281200,202402041200
01608,MA,0,N/S,202401280509,202401281200,202402041200
01609,MA,0,N/S,202401280509,202401281200,202402041200
01610,MA,0,N/S,202401280509,202401281200,202402041200
01611,MA,0,N/S,202401280509,202401281200,202402041200
01612,MA,0,N/S,202401280509,202401281200,202402041200
01613,MA,0,N/S,202401280509,202401281200,202402041200
01701,MA,0,N/S,202401280509,202401281200,202402041200
01702,MA,0,N/S,202401280509,202401281200,202402041200
01703,MA,0,N/S,202401280509,202401281200,202402041200
01704,MA,0,N/S,202401280509,202401281200,202402041200
01718,MA,0,N/S,202401280509,202401281200,202402041200
01719,MA,0,N/S,202401280509,202401281200,202402041200
01720,MA,0,N/S,202401280509,202401281200,202402041200
01721,MA,0,N/S,202401280509,202401281200,202402041200
01730,MA,0,N/S,202401280509,202401281200,202402041200
01731,MA,0,N/S,202401280509,202401281200,202402041200
01740,MA,0,N/S,202401280509,202401281200,202402041200
01741,MA,0,N/S,202401280509,202401281200,202402041200
01742,MA,0,N/S,202401280509,202401281200,202402041200
01745,MA,0,N/S,202401280509,202401281200,202402041200
01746,MA,0,N/S,202401280509,202401281200,202402041200
01747,MA,0,N/S,202401280509,202401281200,202402041200
01748,MA,0,N/S,202401280509,202401281200,202402041200
01749,MA,0,N/S,202401280509,202401281200,202402041200
01752,MA,0,N/S,202401280509,202401281200,202402041200
01754,MA,0,N/S,202401280509,202401281200,202402041200
01756,MA,0,N/S,202401280509,202401281200,202402041200
01757,MA,0,N/S,202401280509,202401281200,202402041200
01760,MA,0,N/S,202401280509,202401281200,202402041200
01770,MA,0,N/S,202401280509,202401281200,202402041200
01772,MA,0,N/S,202401280509,202401281200,202402041200
01773,MA,0,N/S,202401280509,202401281200,202402041200
01775,MA,0,N/S,202401280509,202401281200,202402041200
01776,MA,0,N/S,202401280509,202401281200,202402041200
01778,MA,0,N/S,202401280509,202401281200,202402041200
01801,MA,0,N/S,202401280509,202401281200,202402041200
01803,MA,0,N/S,202401280509,202401281200,202402041200
01810,MA,0,N/S,202401280509,202401281200,202402041200
01821,MA,0,N/S,202401280509,202401281200,202402041200
01822,MA,0,N/S,202401280509,202401281200,202402041200
01824,MA,0,N/S,202401280509,202401281200,202402041200
01826,MA,0,N/S,202401280509,202401281200,202402041200
01827,MA,0,N/S,202401280509,202401281200,202402041200
01830,MA,0,N/S,202401280509,202401281200,202402041200
01831,MA,0,N/S,202401280509,202401281200,202402041200
01832,MA,0,N/S,202401280509,202401281200,202402041200
01833,MA,0,N/S,202401280509,202401281200,202402041200
01834,MA,0,N/S,202401280509,202401281200,202402041200
01835,MA,0,N/S,202401280509,202401281200,202402041200
01840,MA,0,N/S,202401280509,202401281200,202402041200
01841,MA,0,N/S,202401280509,202401281200,202402041200
01842,MA,0,N/S,202401280509,202401281200,202402041200
01843,MA,0,N/S,202401280509,202401281200,202402041200
01844,MA,0,N/S,202401280509,202401281200,202402041200
01845,MA,0,N/S,202401280509,202401281200,202402041200
01850,MA,0,N/S,202401280509,202401281200,202402041200
01851,MA,0,N/S,202401280509,202401281200,202402041200
01852,MA,0,N/S,202401280509,202401281200,202402041200
01853,MA,0,N/S,202401280509,202401281200,202402041200
01854,MA,0,N/S,202401280509,202401281200,202402041200
01860,MA,0,N/S,202401280509,202401281200,202402041200
01862,MA,0,N/S,202401280509,202401281200,202402041200
01863,MA,0,N/S,202401280509,202401281200,202402041200
01864,MA,0,N/S,202401280509,202401281200,202402041200
01865,MA,0,N/S,202401280509,202401281200,202402041200
01867,MA,0,N/S,202401280509,202401281200,202402041200
01876,MA,0,N/S,202401280509,202401281200,202402041200
01879,MA,0,N/S,202401280509,202401281200,202402041200
01880,MA,0,N/S,202401280509,202401281200,202402041200
01886,MA,0,N/S,202401280509,202401281200,202402041200
01887,MA,0,N/S,202401280509,202401281200,202402041200
01888,MA,0,N/S,202401280509,202401281200,202402041200
01890,MA,0,N/S,202401280509,202401281200,202402041200
01901,MA,0,N/S,202401280509,202401281200,202402041200
01902,MA,0,N/S,202401280509,202401281200,202402041200
01903,MA,0,N/S,202401280509,202401281200,202402041200
01904,MA,0,N/S,202401280509,202401281200,202402041200
01905,MA,0,N/S,202401280509,202401281200,202402041200
01906,MA,0,N/S,202401280509,202401281200,202402041200
01907,MA,0,N/S,202401280509,202401281200,202402041200
01908,MA,0,N/S,202401280509,202401281200,202402041200
01913,MA,0,N/S,202401280509,202401281200,202402041200
01915,MA,0,N/S,202401280509,202401281200,202402041200
01921,MA,0,N/S,202401280509,202401281200,202402041200
01922,MA,0,N/S,202401280509,202401281200,202402041200
01923,MA,0,N/S,202401280509,202401281200,202402041200
01929,MA,0,N/S,202401280509,202401281200,202402041200
01930,MA,0,N/S,202401280509,202401281200,202402041200
01931,MA,0,N/S,202401280509,202401281200,202402041200
01936,MA,0,N/S,202401280509,202401281200,202402041200
01938,MA,0,N/S,202401280509,202401281200,202402041200
01940,MA,0,N/S,202401280509,202401281200,202402041200
01944,MA,0,N/S,202401280509,202401281200,202402041200
01945,MA,0,N/S,202401280509,202401281200,202402041200
01949,MA,0,N/S,202401280509,202401281200,202402041200
01950,MA,0,N/S,202401280509,202401281200,202402041200
01951,MA,0,N/S,202401280509,202401281200,202402041200
01952,MA,0,N/S,202401280509,202401281200,202402041200
01960,MA,0,N/S,202401280509,202401281200,202402041200
01961,MA,0,N/S,202401280509,202401281200,202402041200
01965,MA,0,N/S,202401280509,202401281200,202402041200
01966,MA,0,N/S,202401280509,202401281200,202402041200
01969,MA,0,N/S,202401280509,202401281200,202402041200
01970,MA,0,N/S,202401280509,202401281200,202402041200
01971,MA,0,N/S,202401280509,202401281200,202402041200
01982,MA,0,N/S,202401280509,202401281200,202402041200
01983,MA,0,N/S,202401280509,202401281200,202402041200
01984,MA,0,N/S,202401280509,202401281200,202402041200
01985,MA,0,N/S,202401280509,202401281200,202402041200
02018,MA,0,N/S,202401280509,202401281200,202402041200
02019,MA,0,N/S,202401280509,202401281200,202402041200
02020,MA,0,N/S,202401280509,202401281200,202402041200
02021,MA,0,N/S,202401280509,202401281200,202402041200
02025,MA,0,N/S,202401280509,202401281200,202402041200
02026,MA,0,N/S,202401280509,202401281200,202402041200
02027,MA,0,N/S,202401280509,202401281200,202402041200
02030,MA,0,N/S,202401280509,202401281200,202402041200
02032,MA,0,N/S,202401280509,202401281200,202402041200
02035,MA,0,N/S,202401280509,202401281200,202402041200
02038,MA,0,N/S,202401280509,202401281200,202402041200
02041,MA,0,N/S,202401280509,202401281200,202402041200
02043,MA,0,N/S,202401280509,202401281200,202402041200
02045,MA,0,N/S,202401280509,202401281200,202402041200
02047,MA,0,N/S,202401280509,202401281200,202402041200
02048,MA,0,N/S,202401280509,202401281200,202402041200
02050,MA,0,N/S,202401280509,202401281200,202402041200
02051,MA,0,N/S,202401280509,202401281200,202402041200
02052,MA,0,N/S,202401280509,202401281200,202402041200
02053,MA,0,N/S,202401280509,202401281200,202402041200
02054,MA,0,N/S,202401280509,202401281200,202402041200
02056,MA,0,N/S,202401280509,202401281200,202402041200
02060,MA,0,N/S,202401280509,202401281200,202402041200
02061,MA,0,N/S,202401280509,202401281200,202402041200
02062,MA,0,N/S,202401280509,202401281200,202402041200
02065,MA,0,N/S,202401280509,202401281200,202402041200
02066,MA,0,N/S,202401280509,202401281200,202402041200
02067,MA,0,N/S,202401280509,202401281200,202402041200
02071,MA,0,N/S,202401280509,202401281200,202402041200
02072,MA,0,N/S,202401280509,202401281200,202402041200
